image,instrument,intensity,filepath
Acc-ord-E4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E4-mf-alt2-N.png
Acc-ord-C2-ff-N-T12u.png,Accordion,ff,mel_spectrograms/Acc-ord-C2-ff-N-T12u.png
Acc-ord-F4-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F4-mf-alt4-N.png
Acc-ord-E2-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E2-mf-alt3-N.png
Acc-ord-A#4-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#4-pp-N-N.png
Acc-ord-G#2-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G#2-pp-alt1-N.png
Acc-ord-A#7-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#7-pp-alt1-N.png
Acc-ord-D5-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D5-ff-alt2-N.png
Acc-ord-C#5-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#5-mf-alt4-N.png
Acc-ord-C5-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C5-ff-alt1-N.png
Acc-ord-C8-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C8-mf-N-N.png
Acc-ord-A6-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A6-mf-alt1-N.png
Acc-ord-G7-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G7-ff-N-N.png
Acc-ord-F2-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F2-pp-N-N.png
Acc-ord-F1-mf-alt1-T27u.png,Accordion,mf,mel_spectrograms/Acc-ord-F1-mf-alt1-T27u.png
Acc-ord-E3-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-E3-pp-alt2-N.png
Acc-ord-C#5-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#5-pp-N-N.png
Acc-ord-A7-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A7-ff-N-N.png
Acc-ord-G#7-ff-N-T13d.png,Accordion,ff,mel_spectrograms/Acc-ord-G#7-ff-N-T13d.png
Acc-ord-C#5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C#5-ff-N-N.png
Acc-ord-G6-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G6-ff-alt1-N.png
Acc-ord-D#5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D#5-ff-N-N.png
Acc-ord-F7-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F7-mf-N-N.png
Acc-ord-D#6-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#6-pp-alt2-N.png
Acc-ord-C4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C4-mf-alt2-N.png
Acc-ord-G#2-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#2-mf-alt3-N.png
Acc-ord-G#2-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G#2-ff-N-N.png
Acc-ord-C4-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C4-ff-N-N.png
Acc-ord-A#6-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A#6-ff-N-N.png
Acc-ord-G#5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#5-mf-alt2-N.png
Acc-ord-A#3-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A#3-ff-alt2-N.png
Acc-ord-G#6-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#6-mf-alt2-N.png
Acc-ord-C6-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C6-ff-alt2-N.png
Acc-ord-C5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C5-mf-N-N.png
Acc-ord-G7-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G7-mf-N-N.png
Acc-ord-F7-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F7-pp-N-N.png
Acc-ord-B5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-B5-mf-alt2-N.png
Acc-ord-F3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F3-mf-alt2-N.png
Acc-ord-C2-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C2-mf-alt1-N.png
Acc-ord-D#6-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#6-pp-alt2-N.png
Acc-ord-D5-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D5-ff-alt2-N.png
Acc-ord-E1-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-E1-pp-N-N.png
Acc-ord-A3-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A3-mf-alt4-N.png
Acc-ord-C6-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C6-ff-alt1-N.png
Acc-ord-D5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D5-pp-alt1-N.png
Acc-ord-C#7-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C#7-ff-N-N.png
Acc-ord-C3-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C3-mf-N-N.png
Acc-ord-C6-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C6-mf-alt3-N.png
Acc-ord-E2-ff-alt1-T10u.png,Accordion,ff,mel_spectrograms/Acc-ord-E2-ff-alt1-T10u.png
Acc-ord-D2-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D2-mf-N-N.png
Acc-ord-F1-ff-N-T30u.png,Accordion,ff,mel_spectrograms/Acc-ord-F1-ff-N-T30u.png
Acc-ord-C#4-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#4-pp-alt2-N.png
Acc-ord-G#5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G#5-ff-N-N.png
Acc-ord-G#2-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#2-mf-alt1-N.png
Acc-ord-A#4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A#4-mf-alt2-N.png
Acc-ord-G7-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G7-pp-alt2-N.png
Acc-ord-A6-p-N-N.png,Accordion,p,mel_spectrograms/Acc-ord-A6-p-N-N.png
Acc-ord-F6-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F6-mf-N-N.png
Acc-ord-D#5-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#5-mf-alt1-N.png
Acc-ord-E3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E3-mf-alt2-N.png
Acc-ord-G#5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#5-mf-alt2-N.png
Acc-ord-D#7-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D#7-ff-alt1-N.png
Acc-ord-F#3-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-F#3-ff-N-N.png
Acc-ord-F6-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F6-mf-alt1-N.png
Acc-ord-G5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G5-mf-alt2-N.png
Acc-ord-B3-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-B3-ff-alt2-N.png
Acc-ord-D5-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D5-mf-alt3-N.png
Acc-ord-A#1-ff-N-T12u.png,Accordion,ff,mel_spectrograms/Acc-ord-A#1-ff-N-T12u.png
Acc-ord-F4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F4-mf-alt2-N.png
Acc-ord-C#4-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#4-pp-alt2-N.png
Acc-ord-B1-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-B1-mf-alt1-N.png
Acc-ord-C#5-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#5-mf-alt3-N.png
Acc-ord-C6-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C6-pp-alt2-N.png
Acc-ord-A#5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#5-pp-alt1-N.png
Acc-ord-G2-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G2-mf-N-N.png
Acc-ord-C#5-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#5-mf-alt3-N.png
Acc-ord-F#4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F#4-mf-alt2-N.png
Acc-ord-A#2-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A#2-mf-alt1-N.png
Acc-ord-A6-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A6-ff-N-N.png
Acc-ord-B5-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-B5-ff-alt2-N.png
Acc-ord-C#5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#5-pp-alt1-N.png
Acc-ord-G6-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G6-mf-alt2-N.png
Acc-ord-G6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G6-pp-alt1-N.png
Acc-ord-D#5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#5-mf-N-N.png
Acc-ord-D#6-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D#6-ff-alt1-N.png
Acc-ord-C#4-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#4-mf-N-N.png
Acc-ord-F#2-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-F#2-ff-N-N.png
Acc-ord-B6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B6-pp-alt1-N.png
Acc-ord-A#6-p-N-N.png,Accordion,p,mel_spectrograms/Acc-ord-A#6-p-N-N.png
Acc-ord-F6-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F6-mf-alt1-N.png
Acc-ord-G6-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G6-ff-alt2-N.png
Acc-ord-E7-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-E7-ff-alt1-N.png
Acc-ord-F4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F4-mf-alt2-N.png
Acc-ord-G6-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G6-ff-N-N.png
Acc-ord-F3-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F3-pp-alt1-N.png
Acc-ord-A#4-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#4-pp-alt1-N.png
Acc-ord-A#6-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A#6-ff-N-N.png
Acc-ord-D#5-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#5-mf-alt4-N.png
Acc-ord-D#6-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#6-mf-alt3-N.png
Acc-ord-A#3-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#3-pp-N-N.png
Acc-ord-C#8-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C#8-ff-N-N.png
Acc-ord-G5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G5-mf-N-N.png
Acc-ord-D#7-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#7-pp-alt1-N.png
Acc-ord-G6-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G6-mf-alt3-N.png
Acc-ord-E6-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E6-mf-N-N.png
Acc-ord-G#6-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#6-mf-alt2-N.png
Acc-ord-B2-ff-N-T14u.png,Accordion,ff,mel_spectrograms/Acc-ord-B2-ff-N-T14u.png
Acc-ord-F#3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F#3-mf-alt2-N.png
Acc-ord-C5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C5-ff-N-N.png
Acc-ord-D#4-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D#4-ff-N-N.png
Acc-ord-E7-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E7-mf-alt2-N.png
Acc-ord-G3-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G3-pp-alt2-N.png
Acc-ord-D#5-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#5-mf-alt1-N.png
Acc-ord-B4-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-B4-mf-alt3-N.png
Acc-ord-G2-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G2-pp-N-N.png
Acc-ord-B3-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B3-pp-alt1-N.png
Acc-ord-D#3-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#3-mf-N-N.png
Acc-ord-D5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D5-ff-N-N.png
Acc-ord-E5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-E5-ff-N-N.png
Acc-ord-F4-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F4-mf-N-N.png
Acc-ord-F3-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F3-mf-alt4-N.png
Acc-ord-D#3-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#3-pp-alt1-N.png
Acc-ord-G#5-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G#5-ff-alt1-N.png
Acc-ord-B7-pp-N-T13d.png,Accordion,pp,mel_spectrograms/Acc-ord-B7-pp-N-T13d.png
Acc-ord-G#2-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G#2-ff-N-N.png
Acc-ord-G#5-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G#5-pp-alt2-N.png
Acc-ord-B3-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B3-pp-alt1-N.png
Acc-ord-F2-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F2-pp-N-N.png
Acc-ord-F2-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F2-mf-alt2-N.png
Acc-ord-D#7-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#7-pp-N-N.png
Acc-ord-E3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E3-mf-alt2-N.png
Acc-ord-F5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F5-mf-N-N.png
Acc-ord-F#7-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F#7-pp-alt1-N.png
Acc-ord-A#7-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A#7-ff-N-N.png
Acc-ord-B4-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-B4-mf-alt1-N.png
Acc-ord-G#6-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#6-mf-alt1-N.png
Acc-ord-A#4-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A#4-ff-alt1-N.png
Acc-ord-F#6-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-F#6-ff-alt2-N.png
Acc-ord-B2-ff-alt1-T13u.png,Accordion,ff,mel_spectrograms/Acc-ord-B2-ff-alt1-T13u.png
Acc-ord-B6-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-B6-mf-alt1-N.png
Acc-ord-C6-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C6-ff-alt1-N.png
Acc-ord-F#5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F#5-pp-alt1-N.png
Acc-ord-F4-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F4-mf-alt4-N.png
Acc-ord-F#5-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F#5-mf-alt3-N.png
Acc-ord-E1-mf-N-T17u.png,Accordion,mf,mel_spectrograms/Acc-ord-E1-mf-N-T17u.png
Acc-ord-G1-ff-N-T20u.png,Accordion,ff,mel_spectrograms/Acc-ord-G1-ff-N-T20u.png
Acc-ord-G5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G5-pp-alt1-N.png
Acc-ord-G#3-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G#3-ff-alt1-N.png
Acc-ord-E7-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-E7-pp-alt1-N.png
Acc-ord-D#4-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#4-pp-N-N.png
Acc-ord-C#3-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#3-mf-alt1-N.png
Acc-ord-B1-ff-N-T11u.png,Accordion,ff,mel_spectrograms/Acc-ord-B1-ff-N-T11u.png
Acc-ord-E3-mf-alt5-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E3-mf-alt5-N.png
Acc-ord-D6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D6-pp-alt1-N.png
Acc-ord-E4-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E4-mf-alt3-N.png
Acc-ord-F5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F5-mf-N-N.png
Acc-ord-C#5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#5-mf-alt2-N.png
Acc-ord-D7-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D7-pp-N-N.png
Acc-ord-B5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-B5-ff-N-N.png
Acc-ord-A#4-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A#4-mf-N-N.png
Acc-ord-E6-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E6-mf-alt3-N.png
Acc-ord-D#2-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#2-mf-N-N.png
Acc-ord-B5-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B5-pp-alt2-N.png
Acc-ord-G#6-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#6-mf-N-N.png
Acc-ord-F1-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F1-pp-N-N.png
Acc-ord-G3-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G3-mf-alt3-N.png
Acc-ord-D4-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D4-mf-N-N.png
Acc-ord-F#2-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F#2-pp-alt1-N.png
Acc-ord-C#3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#3-mf-alt2-N.png
Acc-ord-B3-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-B3-mf-alt3-N.png
Acc-ord-G6-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G6-ff-alt1-N.png
Acc-ord-B5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B5-pp-alt1-N.png
Acc-ord-F3-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F3-mf-alt3-N.png
Acc-ord-D#5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#5-pp-alt1-N.png
Acc-ord-A#2-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A#2-mf-alt3-N.png
Acc-ord-G#3-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G#3-pp-N-N.png
Acc-ord-B3-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B3-pp-alt1-N.png
Acc-ord-G#1-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G#1-pp-N-N.png
Acc-ord-C#7-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#7-pp-alt1-N.png
Acc-ord-G5-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G5-pp-N-N.png
Acc-ord-E1-ff-N-T20u.png,Accordion,ff,mel_spectrograms/Acc-ord-E1-ff-N-T20u.png
Acc-ord-E5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-E5-ff-N-N.png
Acc-ord-F#3-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F#3-mf-alt3-N.png
Acc-ord-G#5-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G#5-pp-alt2-N.png
Acc-ord-A4-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A4-pp-alt1-N.png
Acc-ord-A#3-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#3-pp-N-N.png
Acc-ord-D#6-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D#6-ff-N-N.png
Acc-ord-A#2-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A#2-mf-alt3-N.png
Acc-ord-D5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D5-mf-N-N.png
Acc-ord-G#3-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#3-mf-N-N.png
Acc-ord-F#1-mf-alt1-T12u.png,Accordion,mf,mel_spectrograms/Acc-ord-F#1-mf-alt1-T12u.png
Acc-ord-E7-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-E7-ff-N-N.png
Acc-ord-E6-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-E6-pp-N-N.png
Acc-ord-C#5-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#5-pp-N-N.png
Acc-ord-A#2-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#2-pp-N-N.png
Acc-ord-D3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D3-mf-alt2-N.png
Acc-ord-A#5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A#5-mf-N-N.png
Acc-ord-B2-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B2-pp-alt1-N.png
Acc-ord-D#3-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-D#3-pp-alt1-N.png
Acc-ord-D#3-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-D#3-ff-alt1-N.png
Acc-ord-F#3-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-F#3-ff-N-N.png
Acc-ord-E5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E5-mf-N-N.png
Acc-ord-C4-ff-alt2-N.png,Accordion,ff,mel_spectrograms/Acc-ord-C4-ff-alt2-N.png
Acc-ord-G#3-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G#3-mf-alt2-N.png
Acc-ord-D#5-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#5-mf-alt1-N.png
Acc-ord-F6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F6-pp-alt1-N.png
Acc-ord-G#5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G#5-ff-N-N.png
Acc-ord-C8-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C8-pp-alt1-N.png
Acc-ord-C5-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C5-mf-alt3-N.png
Acc-ord-E7-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-E7-pp-N-N.png
Acc-ord-B5-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-B5-pp-N-N.png
Acc-ord-G#7-mf-N-T10d.png,Accordion,mf,mel_spectrograms/Acc-ord-G#7-mf-N-T10d.png
Acc-ord-F#5-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F#5-pp-alt2-N.png
Acc-ord-C5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C5-mf-alt2-N.png
Acc-ord-E5-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-E5-mf-alt3-N.png
Acc-ord-E5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-E5-ff-N-N.png
Acc-ord-C#5-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#5-mf-alt4-N.png
Acc-ord-A#6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#6-pp-alt1-N.png
Acc-ord-E3-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-E3-ff-N-N.png
Acc-ord-G4-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G4-mf-alt2-N.png
Acc-ord-F#6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F#6-pp-alt1-N.png
Acc-ord-F#4-mf-alt1-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F#4-mf-alt1-N.png
Acc-ord-C#5-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-C#5-pp-alt1-N.png
Acc-ord-G7-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-G7-ff-N-N.png
Acc-ord-F5-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-F5-pp-alt2-N.png
Acc-ord-D#5-mf-N-N.png,Accordion,mf,mel_spectrograms/Acc-ord-D#5-mf-N-N.png
Acc-ord-C#6-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-C#6-mf-alt4-N.png
Acc-ord-F1-ff-N-T30u.png,Accordion,ff,mel_spectrograms/Acc-ord-F1-ff-N-T30u.png
Acc-ord-F#6-ff-alt1-N.png,Accordion,ff,mel_spectrograms/Acc-ord-F#6-ff-alt1-N.png
Acc-ord-E6-pp-alt2-N.png,Accordion,pp,mel_spectrograms/Acc-ord-E6-pp-alt2-N.png
Acc-ord-A#7-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#7-pp-N-N.png
Acc-ord-G7-pp-N-N.png,Accordion,pp,mel_spectrograms/Acc-ord-G7-pp-N-N.png
Acc-ord-A5-ff-N-N.png,Accordion,ff,mel_spectrograms/Acc-ord-A5-ff-N-N.png
Acc-ord-F2-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F2-mf-alt3-N.png
Acc-ord-A3-mf-alt4-N.png,Accordion,mf,mel_spectrograms/Acc-ord-A3-mf-alt4-N.png
Acc-ord-G5-mf-alt2-N.png,Accordion,mf,mel_spectrograms/Acc-ord-G5-mf-alt2-N.png
Acc-ord-F6-mf-alt3-N.png,Accordion,mf,mel_spectrograms/Acc-ord-F6-mf-alt3-N.png
Acc-ord-A#6-pp-alt1-N.png,Accordion,pp,mel_spectrograms/Acc-ord-A#6-pp-alt1-N.png
