image,instrument,intensity
Va-ord-C#6-mf-2c-N.png,Viola,mf
Va-ord-D6-mf-1c-T15u.png,Viola,mf
Va-ord-D6-mf-2c-N.png,Viola,mf
Va-ord-D#6-mf-1c-T13u.png,Viola,mf
Va-ord-E6-mf-1c-N.png,Viola,mf
Va-ord-F6-mf-1c-N.png,Viola,mf
Va-ord-F#6-mf-1c-N.png,Viola,mf
Va-ord-G6-mf-1c-N.png,Viola,mf
Va-ord-G#6-mf-1c-N.png,Viola,mf
Va-ord-A6-mf-1c-N.png,Viola,mf
Va-ord-A#6-mf-1c-N.png,Viola,mf
Va-ord-B6-mf-1c-T17u.png,Viola,mf
Va-ord-C7-mf-1c-T10u.png,Viola,mf
Va-ord-C3-ff-4c-N.png,Viola,ff
Va-ord-C#3-ff-4c-T26u.png,Viola,ff
Va-ord-D3-ff-4c-N.png,Viola,ff
Va-ord-D#3-ff-4c-T20u.png,Viola,ff
Va-ord-E3-ff-4c-T23u.png,Viola,ff
Va-ord-F3-ff-4c-T23u_R100u.png,Viola,ff
Va-ord-F#3-ff-4c-T17u.png,Viola,ff
Va-ord-G3-ff-3c-N.png,Viola,ff
Va-ord-G3-ff-4c-T22u.png,Viola,ff
Va-ord-G#3-ff-3c-N.png,Viola,ff
Va-ord-G#3-ff-4c-T24u.png,Viola,ff
Va-ord-A3-ff-3c-N.png,Viola,ff
Va-ord-A3-ff-4c-T16u.png,Viola,ff
Va-ord-A#3-ff-3c-N.png,Viola,ff
Va-ord-A#3-ff-4c-N.png,Viola,ff
Va-ord-B3-ff-3c-T18u.png,Viola,ff
Va-ord-B3-ff-4c-N.png,Viola,ff
Va-ord-C4-ff-3c-N.png,Viola,ff
Va-ord-C4-ff-4c-N.png,Viola,ff
Va-ord-C#4-ff-3c-N.png,Viola,ff
Va-ord-C#4-ff-4c-T10u.png,Viola,ff
Va-ord-D4-ff-2c-N.png,Viola,ff
Va-ord-D4-ff-3c-N.png,Viola,ff
Va-ord-D4-ff-4c-N.png,Viola,ff
Va-ord-D#4-ff-2c-N.png,Viola,ff
Va-ord-D#4-ff-3c-N.png,Viola,ff
Va-ord-D#4-ff-4c-N.png,Viola,ff
Va-ord-E4-ff-2c-N.png,Viola,ff
Va-ord-E4-ff-3c-N.png,Viola,ff
Va-ord-E4-ff-4c-N.png,Viola,ff
Va-ord-F4-ff-2c-T10u.png,Viola,ff
Va-ord-F4-ff-3c-N.png,Viola,ff
Va-ord-F4-ff-4c-N.png,Viola,ff
Va-ord-F#4-ff-2c-N.png,Viola,ff
Va-ord-F#4-ff-3c-N.png,Viola,ff
Va-ord-F#4-ff-4c-T29u.png,Viola,ff
Va-ord-G4-ff-2c-N.png,Viola,ff
Va-ord-G4-ff-3c-N.png,Viola,ff
Va-ord-G4-ff-4c-N.png,Viola,ff
Va-ord-G#4-ff-2c-N.png,Viola,ff
Va-ord-G#4-ff-3c-N.png,Viola,ff
Va-ord-G#4-ff-4c-T10u.png,Viola,ff
Va-ord-A4-ff-1c-N.png,Viola,ff
Va-ord-A4-ff-2c-N.png,Viola,ff
Va-ord-A4-ff-3c-R100d.png,Viola,ff
Va-ord-A4-ff-4c-N.png,Viola,ff
Va-ord-A#4-ff-1c-T12u.png,Viola,ff
Va-ord-A#4-ff-2c-N.png,Viola,ff
Va-ord-A#4-ff-3c-N.png,Viola,ff
Va-ord-A#4-ff-4c-N.png,Viola,ff
Va-ord-B4-ff-1c-T10u.png,Viola,ff
Va-ord-B4-ff-2c-T11u.png,Viola,ff
Va-ord-B4-ff-3c-N.png,Viola,ff
Va-ord-B4-ff-4c-N.png,Viola,ff
Va-ord-C5-ff-1c-N.png,Viola,ff
Va-ord-C5-ff-2c-N.png,Viola,ff
Va-ord-C5-ff-3c-N.png,Viola,ff
Va-ord-C5-ff-4c-T17u.png,Viola,ff
Va-ord-C#5-ff-1c-R100u.png,Viola,ff
Va-ord-C#5-ff-2c-N.png,Viola,ff
Va-ord-C#5-ff-3c-N.png,Viola,ff
Va-ord-D5-ff-1c-N.png,Viola,ff
Va-ord-D5-ff-2c-N.png,Viola,ff
Va-ord-D5-ff-3c-N.png,Viola,ff
Va-ord-D#5-ff-1c-T12u.png,Viola,ff
Va-ord-D#5-ff-2c-N.png,Viola,ff
Va-ord-D#5-ff-3c-N.png,Viola,ff
Va-ord-E5-ff-1c-T13u.png,Viola,ff
Va-ord-E5-ff-2c-T16u.png,Viola,ff
Va-ord-E5-ff-3c-N.png,Viola,ff
Va-ord-F5-ff-1c-N.png,Viola,ff
Va-ord-F5-ff-2c-T11u.png,Viola,ff
Va-ord-F5-ff-3c-N.png,Viola,ff
Va-ord-F#5-ff-1c-N.png,Viola,ff
Va-ord-F#5-ff-2c-N.png,Viola,ff
Va-ord-F#5-ff-3c-N.png,Viola,ff
Va-ord-G5-ff-1c-N.png,Viola,ff
Va-ord-G5-ff-2c-N.png,Viola,ff
Va-ord-G5-ff-3c-N.png,Viola,ff
Va-ord-G#5-ff-1c-T15u.png,Viola,ff
Va-ord-G#5-ff-2c-N.png,Viola,ff
Va-ord-A5-ff-1c-N.png,Viola,ff
Va-ord-A5-ff-2c-N.png,Viola,ff
Va-ord-A#5-ff-1c-T15u.png,Viola,ff
Va-ord-A#5-ff-2c-N.png,Viola,ff
Va-ord-B5-ff-1c-T18u.png,Viola,ff
Va-ord-B5-ff-2c-N.png,Viola,ff
Va-ord-C6-ff-1c-T17u.png,Viola,ff
Va-ord-C6-ff-2c-N.png,Viola,ff
Va-ord-C#6-ff-1c-T10u.png,Viola,ff
Va-ord-C#6-ff-2c-N.png,Viola,ff
Va-ord-D6-ff-1c-T18u.png,Viola,ff
Va-ord-D6-ff-2c-N.png,Viola,ff
Va-ord-D#6-ff-1c-T14u.png,Viola,ff
Va-ord-E6-ff-1c-N.png,Viola,ff
Va-ord-F6-ff-1c-N.png,Viola,ff
Va-ord-F#6-ff-1c-N.png,Viola,ff
Va-ord-G6-ff-1c-N.png,Viola,ff
Va-ord-G#6-ff-1c-N.png,Viola,ff
Va-ord-A6-ff-1c-T11u.png,Viola,ff
Va-ord-A#6-ff-1c-N.png,Viola,ff
Va-ord-B6-ff-1c-T13u.png,Viola,ff
Va-ord-C7-ff-1c-T16u.png,Viola,ff
Vn-ord-G3-pp-4c-N.png,Violin,pp
Vn-ord-G#3-pp-4c-T15u.png,Violin,pp
Vn-ord-A3-pp-4c-N.png,Violin,pp
Vn-ord-A#3-pp-4c-N.png,Violin,pp
Vn-ord-B3-pp-4c-T10u.png,Violin,pp
Vn-ord-C4-pp-4c-N.png,Violin,pp
Vn-ord-C#4-pp-4c-N.png,Violin,pp
Vn-ord-D4-pp-3c-N.png,Violin,pp
Vn-ord-D4-pp-4c-N.png,Violin,pp
Vn-ord-D#4-pp-3c-N.png,Violin,pp
Vn-ord-D#4-pp-4c-N.png,Violin,pp
Vn-ord-E4-pp-3c-N.png,Violin,pp
Vn-ord-E4-pp-4c-N.png,Violin,pp
Vn-ord-F4-pp-3c-N.png,Violin,pp
Vn-ord-F4-pp-4c-N.png,Violin,pp
Vn-ord-F#4-pp-3c-N.png,Violin,pp
Vn-ord-F#4-pp-4c-N.png,Violin,pp
Vn-ord-G4-pp-3c-N.png,Violin,pp
Vn-ord-G4-pp-4c-N.png,Violin,pp
Vn-ord-G#4-pp-3c-N.png,Violin,pp
Vn-ord-G#4-pp-4c-N.png,Violin,pp
Vn-ord-A4-pp-2c-N.png,Violin,pp
Vn-ord-A4-pp-3c-N.png,Violin,pp
Vn-ord-A4-pp-4c-N.png,Violin,pp
Vn-ord-A#4-pp-2c-N.png,Violin,pp
Vn-ord-A#4-pp-3c-N.png,Violin,pp
Vn-ord-A#4-pp-4c-N.png,Violin,pp
Vn-ord-B4-pp-2c-N.png,Violin,pp
Vn-ord-B4-pp-3c-N.png,Violin,pp
Vn-ord-B4-pp-4c-N.png,Violin,pp
Vn-ord-C5-pp-2c-N.png,Violin,pp
Vn-ord-C5-pp-3c-N.png,Violin,pp
Vn-ord-C5-pp-4c-N.png,Violin,pp
Vn-ord-C#5-pp-2c-N.png,Violin,pp
Vn-ord-C#5-pp-3c-N.png,Violin,pp
Vn-ord-C#5-pp-4c-N.png,Violin,pp
Vn-ord-D5-pp-2c-N.png,Violin,pp
Vn-ord-D5-pp-3c-N.png,Violin,pp
Vn-ord-D5-pp-4c-N.png,Violin,pp
Vn-ord-D#5-pp-2c-N.png,Violin,pp
Vn-ord-D#5-pp-3c-N.png,Violin,pp
Vn-ord-D#5-pp-4c-N.png,Violin,pp
Vn-ord-E5-pp-1c-N.png,Violin,pp
Vn-ord-E5-pp-2c-N.png,Violin,pp
Vn-ord-E5-pp-3c-N.png,Violin,pp
Vn-ord-E5-pp-4c-N.png,Violin,pp
Vn-ord-F5-pp-1c-N.png,Violin,pp
Vn-ord-F5-pp-2c-N.png,Violin,pp
Vn-ord-F5-pp-3c-N.png,Violin,pp
Vn-ord-F#5-pp-1c-N.png,Violin,pp
Vn-ord-F#5-pp-2c-N.png,Violin,pp
Vn-ord-F#5-pp-3c-N.png,Violin,pp
Vn-ord-G5-pp-1c-N.png,Violin,pp
Vn-ord-G5-pp-2c-N.png,Violin,pp
Vn-ord-G5-pp-3c-N.png,Violin,pp
Vn-ord-G#5-pp-1c-N.png,Violin,pp
Vn-ord-G#5-pp-2c-N.png,Violin,pp
Vn-ord-G#5-pp-3c-N.png,Violin,pp
Vn-ord-A5-pp-1c-N.png,Violin,pp
Vn-ord-A5-pp-2c-N.png,Violin,pp
Vn-ord-A5-pp-3c-N.png,Violin,pp
Vn-ord-A#5-pp-1c-N.png,Violin,pp
Vn-ord-A#5-pp-2c-N.png,Violin,pp
Vn-ord-A#5-pp-3c-T10u.png,Violin,pp
Vn-ord-B5-pp-1c-N.png,Violin,pp
Vn-ord-B5-pp-2c-N.png,Violin,pp
Vn-ord-B5-pp-3c-N.png,Violin,pp
Vn-ord-C6-pp-1c-T11d.png,Violin,pp
Vn-ord-C6-pp-2c-N.png,Violin,pp
Vn-ord-C6-pp-3c-T14d.png,Violin,pp
Vn-ord-C#6-pp-1c-N.png,Violin,pp
Vn-ord-C#6-pp-2c-N.png,Violin,pp
Vn-ord-D6-pp-1c-N.png,Violin,pp
Vn-ord-D6-pp-2c-N.png,Violin,pp
Vn-ord-D#6-pp-1c-N.png,Violin,pp
Vn-ord-D#6-pp-2c-N.png,Violin,pp
Vn-ord-E6-pp-1c-N.png,Violin,pp
Vn-ord-E6-pp-2c-N.png,Violin,pp
Vn-ord-F6-pp-1c-N.png,Violin,pp
Vn-ord-F6-pp-2c-N.png,Violin,pp
Vn-ord-F#6-pp-1c-T12d.png,Violin,pp
Vn-ord-F#6-pp-2c-N.png,Violin,pp
Vn-ord-G6-pp-1c-T12d.png,Violin,pp
Vn-ord-G6-pp-2c-N.png,Violin,pp
Vn-ord-G#6-pp-1c-N.png,Violin,pp
Vn-ord-G#6-pp-2c-N.png,Violin,pp
Vn-ord-A6-pp-1c-N.png,Violin,pp
Vn-ord-A6-pp-2c-N.png,Violin,pp
Vn-ord-A#6-pp-1c-N.png,Violin,pp
Vn-ord-B6-pp-1c-T12d.png,Violin,pp
Vn-ord-C7-pp-1c-T28d.png,Violin,pp
Vn-ord-C#7-pp-1c-T15d.png,Violin,pp
Vn-ord-D7-pp-1c-T17d.png,Violin,pp
Vn-ord-D#7-pp-1c-T16d.png,Violin,pp
Vn-ord-E7-pp-1c-T21d.png,Violin,pp
Vn-ord-G3-mf-4c-N.png,Violin,mf
Vn-ord-G#3-mf-4c-T13u.png,Violin,mf
Vn-ord-A3-mf-4c-N.png,Violin,mf
Vn-ord-A#3-mf-4c-N.png,Violin,mf
Vn-ord-B3-mf-4c-T15u.png,Violin,mf
Vn-ord-C4-mf-4c-N.png,Violin,mf
Vn-ord-C#4-mf-4c-N.png,Violin,mf
Vn-ord-D4-mf-3c-N.png,Violin,mf
Vn-ord-D4-mf-4c-N.png,Violin,mf
Vn-ord-D#4-mf-3c-N.png,Violin,mf
Vn-ord-D#4-mf-4c-N.png,Violin,mf
Vn-ord-E4-mf-3c-N.png,Violin,mf
Vn-ord-E4-mf-4c-N.png,Violin,mf
Vn-ord-F4-mf-3c-N.png,Violin,mf
Vn-ord-F4-mf-4c-N.png,Violin,mf
Vn-ord-F#4-mf-3c-N.png,Violin,mf
Vn-ord-F#4-mf-4c-N.png,Violin,mf
Vn-ord-G4-mf-3c-N.png,Violin,mf
Vn-ord-G4-mf-4c-N.png,Violin,mf
Vn-ord-G#4-mf-3c-N.png,Violin,mf
Vn-ord-G#4-mf-4c-N.png,Violin,mf
Vn-ord-A4-mf-2c-N.png,Violin,mf
Vn-ord-A4-mf-3c-N.png,Violin,mf
Vn-ord-A4-mf-4c-N.png,Violin,mf
Vn-ord-A#4-mf-2c-N.png,Violin,mf
Vn-ord-A#4-mf-3c-N.png,Violin,mf
Vn-ord-A#4-mf-4c-N.png,Violin,mf
Vn-ord-B4-mf-2c-N.png,Violin,mf
Vn-ord-B4-mf-3c-N.png,Violin,mf
Vn-ord-B4-mf-4c-N.png,Violin,mf
Vn-ord-C5-mf-2c-N.png,Violin,mf
Vn-ord-C5-mf-3c-N.png,Violin,mf
Vn-ord-C5-mf-4c-N.png,Violin,mf
Vn-ord-C#5-mf-2c-N.png,Violin,mf
Vn-ord-C#5-mf-3c-T11u.png,Violin,mf
Vn-ord-C#5-mf-4c-N.png,Violin,mf
Vn-ord-D5-mf-2c-N.png,Violin,mf
Vn-ord-D5-mf-3c-N.png,Violin,mf
Vn-ord-D5-mf-4c-N.png,Violin,mf
Vn-ord-D#5-mf-2c-N.png,Violin,mf
Vn-ord-D#5-mf-3c-N.png,Violin,mf
Vn-ord-D#5-mf-4c-N.png,Violin,mf
Vn-ord-E5-mf-1c-N.png,Violin,mf
Vn-ord-E5-mf-2c-N.png,Violin,mf
Vn-ord-E5-mf-3c-N.png,Violin,mf
Vn-ord-E5-mf-4c-N.png,Violin,mf
Vn-ord-F5-mf-1c-N.png,Violin,mf
Vn-ord-F5-mf-2c-N.png,Violin,mf
Vn-ord-F5-mf-3c-N.png,Violin,mf
Vn-ord-F#5-mf-1c-N.png,Violin,mf
Vn-ord-F#5-mf-2c-N.png,Violin,mf
Vn-ord-F#5-mf-3c-N.png,Violin,mf
Vn-ord-G5-mf-1c-N.png,Violin,mf
Vn-ord-G5-mf-2c-N.png,Violin,mf
Vn-ord-G5-mf-3c-N.png,Violin,mf
Vn-ord-G#5-mf-1c-N.png,Violin,mf
Vn-ord-G#5-mf-2c-N.png,Violin,mf
Vn-ord-G#5-mf-3c-N.png,Violin,mf
Vn-ord-A5-mf-1c-N.png,Violin,mf
Vn-ord-A5-mf-2c-N.png,Violin,mf
Vn-ord-A5-mf-3c-N.png,Violin,mf
Vn-ord-A#5-mf-1c-N.png,Violin,mf
Vn-ord-A#5-mf-2c-N.png,Violin,mf
Vn-ord-A#5-mf-3c-N.png,Violin,mf
Vn-ord-B5-mf-1c-N.png,Violin,mf
Vn-ord-B5-mf-2c-N.png,Violin,mf
Vn-ord-B5-mf-3c-N.png,Violin,mf
Vn-ord-C6-mf-1c-T12d.png,Violin,mf
Vn-ord-C6-mf-2c-N.png,Violin,mf
Vn-ord-C6-mf-3c-T13d.png,Violin,mf
Vn-ord-C#6-mf-1c-N.png,Violin,mf
Vn-ord-C#6-mf-2c-N.png,Violin,mf
Vn-ord-D6-mf-1c-T12d.png,Violin,mf
Vn-ord-D6-mf-2c-T12d.png,Violin,mf
Vn-ord-D#6-mf-1c-N.png,Violin,mf
Vn-ord-D#6-mf-2c-N.png,Violin,mf
Vn-ord-E6-mf-1c-N.png,Violin,mf
Vn-ord-E6-mf-2c-N.png,Violin,mf
Vn-ord-F6-mf-1c-N.png,Violin,mf
Vn-ord-F6-mf-2c-T17d.png,Violin,mf
Vn-ord-F#6-mf-1c-T10d.png,Violin,mf
Vn-ord-F#6-mf-2c-T11d.png,Violin,mf
Vn-ord-G6-mf-1c-T15d.png,Violin,mf
Vn-ord-G6-mf-2c-T12d.png,Violin,mf
Vn-ord-G#6-mf-1c-T11d_R100d.png,Violin,mf
Vn-ord-G#6-mf-2c-T21d.png,Violin,mf
Vn-ord-A6-mf-1c-T11d.png,Violin,mf
Vn-ord-A6-mf-2c-N.png,Violin,mf
Vn-ord-A#6-mf-1c-N.png,Violin,mf
Vn-ord-B6-mf-1c-T15d.png,Violin,mf
Vn-ord-C7-mf-1c-T27d.png,Violin,mf
Vn-ord-C#7-mf-1c-T22d.png,Violin,mf
Vn-ord-D7-mf-1c-T22d.png,Violin,mf
Vn-ord-D#7-mf-1c-T22d_R100u.png,Violin,mf
Vn-ord-E7-mf-1c-T22d.png,Violin,mf
Vn-ord-G3-ff-4c-N.png,Violin,ff
Vn-ord-G#3-ff-4c-T16u.png,Violin,ff
Vn-ord-A3-ff-4c-N.png,Violin,ff
Vn-ord-A#3-ff-4c-T15u.png,Violin,ff
Vn-ord-B3-ff-4c-T17u.png,Violin,ff
Vn-ord-C4-ff-4c-N.png,Violin,ff
Vn-ord-C#4-ff-4c-N.png,Violin,ff
Vn-ord-D4-ff-3c-N.png,Violin,ff
Vn-ord-D4-ff-4c-N.png,Violin,ff
Vn-ord-D#4-ff-3c-N.png,Violin,ff
Vn-ord-D#4-ff-4c-T10u.png,Violin,ff
Vn-ord-E4-ff-3c-N.png,Violin,ff
Vn-ord-E4-ff-4c-N.png,Violin,ff
Vn-ord-F4-ff-3c-N.png,Violin,ff
Vn-ord-F4-ff-4c-T11u.png,Violin,ff
Vn-ord-F#4-ff-3c-T10u.png,Violin,ff
Vn-ord-F#4-ff-4c-N.png,Violin,ff
Vn-ord-G4-ff-3c-N.png,Violin,ff
Vn-ord-G4-ff-4c-N.png,Violin,ff
Vn-ord-G#4-ff-3c-N.png,Violin,ff
Vn-ord-G#4-ff-4c-N.png,Violin,ff
Vn-ord-A4-ff-2c-N.png,Violin,ff
Vn-ord-A4-ff-3c-N.png,Violin,ff
Vn-ord-A4-ff-4c-N.png,Violin,ff
Vn-ord-A#4-ff-2c-N.png,Violin,ff
Vn-ord-A#4-ff-3c-N.png,Violin,ff
Vn-ord-A#4-ff-4c-N.png,Violin,ff
Vn-ord-B4-ff-2c-T10u.png,Violin,ff
Vn-ord-B4-ff-3c-N.png,Violin,ff
Vn-ord-B4-ff-4c-T12u.png,Violin,ff
Vn-ord-C5-ff-2c-N.png,Violin,ff
Vn-ord-C5-ff-3c-N.png,Violin,ff
Vn-ord-C5-ff-4c-N.png,Violin,ff
Vn-ord-C#5-ff-2c-N.png,Violin,ff
Vn-ord-C#5-ff-3c-T13u.png,Violin,ff
Vn-ord-C#5-ff-4c-T10u.png,Violin,ff
Vn-ord-D5-ff-2c-N.png,Violin,ff
Vn-ord-D5-ff-3c-N.png,Violin,ff
Vn-ord-D5-ff-4c-N.png,Violin,ff
Vn-ord-D#5-ff-2c-N.png,Violin,ff
Vn-ord-D#5-ff-3c-N.png,Violin,ff
Vn-ord-D#5-ff-4c-N.png,Violin,ff
Vn-ord-E5-ff-1c-N.png,Violin,ff
Vn-ord-E5-ff-2c-N.png,Violin,ff
Vn-ord-E5-ff-3c-N.png,Violin,ff
Vn-ord-E5-ff-4c-N.png,Violin,ff
Vn-ord-F5-ff-1c-N.png,Violin,ff
Vn-ord-F5-ff-2c-N.png,Violin,ff
Vn-ord-F5-ff-3c-T15u.png,Violin,ff
Vn-ord-F#5-ff-1c-N.png,Violin,ff
Vn-ord-F#5-ff-2c-N.png,Violin,ff
Vn-ord-F#5-ff-3c-N.png,Violin,ff
Vn-ord-G5-ff-1c-T11d.png,Violin,ff
Vn-ord-G5-ff-2c-N.png,Violin,ff
Vn-ord-G5-ff-3c-N.png,Violin,ff
Vn-ord-G#5-ff-1c-N.png,Violin,ff
Vn-ord-G#5-ff-2c-N.png,Violin,ff
Vn-ord-G#5-ff-3c-N.png,Violin,ff
Vn-ord-A5-ff-1c-N.png,Violin,ff
Vn-ord-A5-ff-2c-N.png,Violin,ff
Vn-ord-A5-ff-3c-N.png,Violin,ff
Vn-ord-A#5-ff-1c-T13u.png,Violin,ff
Vn-ord-A#5-ff-2c-T10u.png,Violin,ff
Vn-ord-A#5-ff-3c-R100u.png,Violin,ff
Vn-ord-B5-ff-1c-N.png,Violin,ff
Vn-ord-B5-ff-2c-N.png,Violin,ff
Vn-ord-B5-ff-3c-N.png,Violin,ff
Vn-ord-C6-ff-1c-T11d.png,Violin,ff
Vn-ord-C6-ff-2c-T11d.png,Violin,ff
Vn-ord-C6-ff-3c-T18d.png,Violin,ff
Vn-ord-C#6-ff-1c-N.png,Violin,ff
Vn-ord-C#6-ff-2c-N.png,Violin,ff
Vn-ord-D6-ff-1c-T11d.png,Violin,ff
Vn-ord-D6-ff-2c-N.png,Violin,ff
Vn-ord-D#6-ff-1c-N.png,Violin,ff
Vn-ord-D#6-ff-2c-N.png,Violin,ff
Vn-ord-E6-ff-1c-N.png,Violin,ff
Vn-ord-E6-ff-2c-N.png,Violin,ff
Vn-ord-F6-ff-1c-N.png,Violin,ff
Vn-ord-F6-ff-2c-T20d.png,Violin,ff
Vn-ord-F#6-ff-1c-T12d.png,Violin,ff
Vn-ord-F#6-ff-2c-T16d.png,Violin,ff
Vn-ord-G6-ff-1c-T12d_R100u.png,Violin,ff
Vn-ord-G6-ff-2c-T12d.png,Violin,ff
Vn-ord-G#6-ff-1c-T24d.png,Violin,ff
Vn-ord-G#6-ff-2c-T14d.png,Violin,ff
Vn-ord-A6-ff-1c-T11d.png,Violin,ff
Vn-ord-A#6-ff-1c-N.png,Violin,ff
Vn-ord-B6-ff-1c-T20d.png,Violin,ff
Vn-ord-C7-ff-1c-T30d.png,Violin,ff
Vn-ord-C#7-ff-1c-T26d.png,Violin,ff
Vn-ord-D7-ff-1c-T23d.png,Violin,ff
Vn-ord-D#7-ff-1c-T23d_R100u.png,Violin,ff
Vn-ord-E7-ff-1c-N.png,Violin,ff
ASax-ord-C#3-pp-N-T11d.png,Alto Saxophone,pp
ASax-ord-D3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-D#3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-E3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-F3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-F#3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-G3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-G#3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-A3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-A#3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-B3-pp-N-N.png,Alto Saxophone,pp
ASax-ord-C4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-C#4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-D4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-D#4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-E4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-F4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-F#4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-G4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-G#4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-A4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-A#4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-B4-pp-N-N.png,Alto Saxophone,pp
ASax-ord-C5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-C#5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-D5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-D#5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-E5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-F5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-F#5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-G5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-G#5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-A5-pp-N-N.png,Alto Saxophone,pp
ASax-ord-C#3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-D3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-D#3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-E3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-F3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-F#3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-G3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-G#3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-A3-mf-N-R100d.png,Alto Saxophone,mf
ASax-ord-A#3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-B3-mf-N-N.png,Alto Saxophone,mf
ASax-ord-C4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-C#4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-D4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-D#4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-E4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-F4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-F#4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-G4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-G#4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-A4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-A#4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-B4-mf-N-N.png,Alto Saxophone,mf
ASax-ord-C5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-C#5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-D5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-D#5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-E5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-F5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-F#5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-G5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-G#5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-A5-mf-N-N.png,Alto Saxophone,mf
ASax-ord-C#3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-D3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-D#3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-E3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-F3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-F#3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-G3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-G#3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-A3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-A#3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-B3-ff-N-N.png,Alto Saxophone,ff
ASax-ord-C4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-C#4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-D4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-D#4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-E4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-F4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-F#4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-G4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-G#4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-A4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-A#4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-B4-ff-N-N.png,Alto Saxophone,ff
ASax-ord-C5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-C#5-ff-N-N.png,Alto Saxophone,ff
ASax-ord-D5-ff-N-N.png,Alto Saxophone,ff
